,0
6780,2
6781,9
6782,2
6783,7
6784,6
6785,1
6786,9
6787,9
6788,2
6789,3
6790,2
6791,5
6792,8
6793,1
6794,6
6795,3
6796,0
6797,9
6798,1
6799,2
6800,6
6801,5
6802,5
6803,8
6804,4
6805,2
6806,6
6807,1
6808,6
6809,1
6810,0
6811,4
6812,9
6813,0
6814,1
6815,4
6816,1
6817,2
6818,1
6819,6
6820,0
6821,7
6822,6
6823,1
6824,0
6825,0
6826,1
6827,8
6828,3
6829,0
6830,6
6831,7
6832,0
6833,3
6834,2
6835,0
6836,1
6837,7
6838,8
6839,4
6840,4
6841,6
6842,1
6843,6
6844,2
6845,6
6846,0
6847,3
6848,9
6849,9
6850,8
6851,7
6852,5
6853,8
6854,0
6855,1
6856,0
6857,0
6858,0
6859,5
6860,6
6861,2
6862,2
6863,5
6864,3
6865,8
6866,8
6867,1
6868,9
6869,2
6870,3
6871,4
6872,0
6873,5
6874,3
6875,8
6876,3
6877,6
6878,9
6879,9
6880,3
6881,4
6882,8
6883,9
6884,4
6885,3
6886,2
6887,9
6888,2
6889,3
6890,7
6891,3
6892,7
6893,7
6894,7
6895,0
6896,4
6897,9
6898,5
6899,2
6900,3
6901,6
6902,6
6903,7
6904,9
6905,3
6906,7
6907,7
6908,1
6909,4
6910,9
6911,0
6912,9
6913,9
6914,8
6915,0
6916,0
6917,2
6918,9
6919,2
6920,3
6921,9
6922,4
6923,4
6924,9
6925,2
6926,1
6927,9
6928,7
6929,6
6930,9
6931,1
6932,9
6933,6
6934,4
6935,7
6936,7
6937,7
6938,2
6939,7
6940,6
6941,2
6942,9
6943,6
6944,6
6945,7
6946,3
6947,9
6948,8
6949,3
6950,0
6951,9
6952,2
6953,8
6954,0
6955,3
6956,1
6957,9
6958,5
6959,2
6960,1
6961,9
6962,4
6963,4
6964,1
6965,0
6966,9
6967,1
6968,4
6969,7
6970,4
6971,5
6972,9
6973,2
6974,8
6975,5
6976,7
6977,0
6978,1
6979,4
6980,1
6981,8
6982,1
6983,6
6984,6
6985,9
6986,4
6987,8
6988,8
6989,1
6990,2
6991,2
6992,7
6993,8
6994,0
6995,2
6996,0
6997,4
6998,4
6999,3
7000,8
7001,1
7002,7
7003,6
7004,5
7005,4
7006,6
7007,0
7008,2
7009,2
7010,1
7011,5
7012,7
7013,2
7014,4
7015,6
7016,4
7017,4
7018,9
7019,2
7020,2
7021,7
7022,6
7023,1
7024,7
7025,1
7026,3
7027,3
7028,9
7029,7
7030,8
7031,1
7032,7
7033,9
7034,2
7035,8
7036,5
7037,7
7038,3
7039,5
7040,4
7041,6
7042,2
7043,8
7044,7
7045,2
7046,8
7047,9
7048,9
7049,2
7050,9
7051,2
7052,4
7053,4
7054,1
7055,6
7056,0
7057,6
7058,8
7059,6
7060,5
7061,6
7062,9
7063,7
7064,1
7065,2
7066,2
7067,5
7068,0
7069,9
7070,4
7071,1
7072,9
7073,4
7074,3
7075,6
7076,5
7077,6
7078,5
7079,7
7080,0
7081,3
7082,0
7083,0
7084,2
7085,7
7086,0
7087,7
7088,8
7089,7
7090,2
7091,7
7092,5
7093,8
7094,0
7095,7
7096,2
7097,7
7098,6
7099,8
7100,0
7101,9
7102,7
7103,3
7104,5
7105,0
7106,3
7107,9
7108,0
7109,4
7110,6
7111,9
7112,1
7113,9
7114,1
7115,0
7116,0
7117,8
7118,8
7119,9
7120,8
7121,3
7122,9
7123,9
7124,7
7125,8
7126,2
7127,5
7128,4
7129,2
7130,5
7131,5
7132,3
7133,1
7134,1
7135,9
7136,2
7137,7
7138,9
7139,5
7140,7
7141,6
7142,1
7143,2
7144,2
7145,9
7146,1
7147,4
7148,5
7149,5
7150,4
7151,4
7152,8
7153,4
7154,7
7155,1
7156,2
7157,0
7158,7
7159,6
7160,7
7161,6
7162,7
7163,1
7164,5
7165,2
7166,9
7167,2
7168,9
7169,6
7170,6
7171,6
7172,2
7173,1
7174,4
7175,5
7176,7
7177,4
7178,1
7179,1
7180,0
7181,5
7182,1
7183,5
7184,7
7185,4
7186,6
7187,2
7188,3
7189,5
7190,2
7191,5
7192,9
7193,1
7194,9
7195,3
7196,8
7197,0
7198,1
7199,6
7200,5
7201,9
7202,7
7203,7
7204,0
7205,9
7206,6
7207,3
7208,0
7209,9
7210,6
7211,1
7212,2
7213,1
7214,1
7215,3
7216,5
7217,9
7218,9
7219,8
7220,7
7221,1
7222,4
7223,9
7224,3
7225,5
7226,7
7227,1
7228,4
7229,4
7230,7
7231,4
7232,3
7233,3
7234,1
7235,9
7236,1
7237,3
7238,7
7239,3
7240,1
7241,4
7242,7
7243,2
7244,5
7245,6
7246,5
7247,6
7248,1
7249,8
7250,9
7251,4
7252,7
7253,1
7254,1
7255,8
7256,0
7257,6
7258,4
7259,6
7260,6
7261,0
7262,6
7263,2
7264,3
7265,3
7266,4
7267,3
7268,5
7269,6
7270,8
7271,8
7272,4
7273,3
7274,8
7275,0
7276,1
7277,0
7278,9
7279,3
7280,4
7281,2
7282,3
7283,0
7284,8
7285,5
7286,8
7287,1
7288,7
7289,8
7290,0
7291,4
7292,7
7293,7
7294,7
7295,1
7296,0
7297,4
7298,0
7299,4
7300,1
7301,6
7302,7
7303,4
7304,4
7305,6
7306,0
7307,7
7308,2
7309,2
7310,3
7311,9
7312,1
7313,1
7314,2
7315,2
7316,0
7317,3
7318,8
7319,0
7320,5
7321,2
7322,6
7323,2
7324,1
7325,1
7326,8
7327,7
7328,8
7329,2
7330,3
7331,8
7332,7
7333,1
7334,6
7335,3
7336,7
7337,0
7338,5
7339,0
7340,6
7341,7
7342,4
7343,2
7344,2
7345,1
7346,7
7347,8
7348,4
7349,8
7350,9
7351,8
7352,8
7353,0
7354,2
7355,3
7356,4
7357,1
7358,3
7359,6
7360,3
7361,8
7362,7
7363,9
7364,2
7365,6
7366,3
7367,6
7368,9
7369,2
7370,2
7371,5
7372,7
7373,8
7374,7
7375,2
7376,3
7377,6
7378,9
7379,1
7380,9
7381,6
7382,4
7383,5
7384,6
7385,6
7386,0
7387,7
7388,3
7389,9
7390,4
7391,1
7392,6
7393,9
7394,1
7395,6
7396,9
7397,3
7398,5
7399,2
7400,2
7401,7
7402,9
7403,7
7404,2
7405,9
7406,0
7407,2
7408,8
7409,2
7410,1
7411,9
7412,1
7413,2
7414,5
7415,0
7416,9
7417,0
7418,5
7419,8
7420,8
7421,9
7422,5
7423,8
7424,2
7425,1
7426,9
7427,4
7428,1
7429,6
7430,4
7431,4
7432,6
7433,8
7434,7
7435,3
7436,8
7437,2
7438,4
7439,5
7440,1
7441,6
7442,4
7443,1
7444,1
7445,2
7446,3
7447,7
7448,5
7449,5
7450,2
7451,5
7452,3
7453,2
7454,1
7455,5
7456,5
7457,0
7458,4
7459,9
7460,3
7461,4
7462,6
7463,2
7464,1
7465,9
7466,9
7467,5
7468,8
7469,0
7470,6
7471,0
7472,0
7473,6
7474,4
7475,2
7476,6
7477,2
7478,0
7479,7
7480,1
7481,2
7482,8
7483,2
7484,9
7485,1
7486,6
7487,4
7488,3
7489,9
7490,0
7491,9
7492,5
7493,4
7494,3
7495,1
7496,0
7497,2
7498,5
7499,6
7500,2
7501,4
7502,4
7503,3
7504,4
7505,4
7506,7
7507,6
7508,6
7509,8
7510,9
7511,1
7512,3
7513,3
7514,1
7515,4
7516,1
7517,8
7518,2
7519,5
7520,5
7521,2
7522,4
7523,0
7524,0
7525,4
7526,1
7527,5
7528,7
7529,7
7530,8
7531,3
7532,6
7533,2
7534,6
7535,5
7536,1
7537,7
7538,3
7539,1
7540,7
7541,7
7542,4
7543,8
7544,7
7545,3
7546,3
7547,3
7548,1
7549,6
7550,1
7551,7
7552,5
7553,9
7554,3
7555,0
7556,7
7557,2
7558,0
7559,8
7560,0
7561,0
7562,2
7563,5
7564,5
7565,8
7566,5
7567,4
7568,7
7569,6
7570,4
7571,1
7572,5
7573,9
7574,7
7575,7
7576,7
7577,3
7578,1
7579,4
7580,3
7581,8
7582,4
7583,0
7584,7
7585,0
7586,7
7587,0
7588,9
7589,8
7590,1
7591,5
7592,8
7593,3
7594,6
7595,8
7596,7
7597,4
7598,1
7599,4
7600,4
7601,0
7602,2
7603,0
7604,4
7605,5
7606,5
7607,8
7608,6
7609,8
7610,9
7611,6
7612,6
7613,5
7614,1
7615,5
7616,7
7617,3
7618,5
7619,2
7620,2
7621,2
7622,3
7623,8
7624,6
7625,4
7626,8
7627,5
7628,1
7629,2
7630,7
7631,5
7632,8
7633,0
7634,4
7635,5
7636,6
7637,8
7638,4
7639,4
7640,6
7641,5
7642,5
7643,5
7644,9
7645,4
7646,6
7647,1
7648,8
7649,0
7650,2
7651,7
7652,5
7653,2
7654,3
7655,3
7656,2
7657,8
7658,1
7659,5
7660,6
7661,3
7662,4
7663,6
7664,4
7665,6
7666,3
7667,0
7668,0
7669,5
7670,5
7671,0
7672,7
7673,9
7674,1
7675,3
7676,1
7677,4
7678,8
7679,7
7680,5
7681,8
7682,0
7683,0
7684,0
7685,2
7686,6
7687,9
7688,7
7689,7
7690,9
7691,9
7692,5
7693,7
7694,4
7695,0
7696,7
7697,6
7698,8
7699,1
7700,4
7701,6
7702,3
7703,0
7704,8
7705,7
7706,8
7707,1
7708,3
7709,4
7710,1
7711,5
7712,2
7713,3
7714,0
7715,7
7716,1
7717,0
7718,3
7719,8
7720,5
7721,0
7722,3
7723,1
7724,5
7725,4
7726,5
7727,3
7728,8
7729,6
7730,6
7731,6
7732,1
7733,4
7734,7
7735,3
7736,7
7737,8
7738,6
7739,0
7740,5
7741,6
7742,6
7743,9
7744,5
7745,5
7746,2
7747,2
7748,6
7749,1
7750,5
7751,6
7752,0
7753,3
7754,2
7755,6
7756,6
7757,1
7758,5
7759,9
7760,5
7761,4
7762,6
7763,1
7764,1
7765,7
7766,2
7767,0
7768,5
7769,8
7770,1
7771,0
7772,4
7773,8
7774,6
7775,1
7776,9
7777,5
7778,1
7779,7
7780,6
7781,6
7782,7
7783,6
7784,7
7785,3
7786,8
7787,1
7788,1
7789,6
7790,4
7791,8
7792,1
7793,4
7794,4
7795,1
7796,4
7797,1
7798,1
7799,7
7800,9
7801,6
7802,3
7803,8
7804,6
7805,5
7806,6
7807,2
7808,5
7809,9
7810,4
7811,3
7812,1
7813,6
7814,6
7815,3
7816,0
7817,7
7818,4
7819,4
7820,6
7821,1
7822,1
7823,5
7824,5
7825,9
7826,1
7827,6
7828,9
7829,2
7830,7
7831,7
7832,0
7833,1
7834,9
7835,3
7836,9
7837,2
7838,9
7839,4
7840,9
7841,8
7842,3
7843,7
7844,1
7845,8
7846,6
7847,9
7848,5
7849,3
7850,6
7851,8
7852,8
7853,8
7854,9
7855,2
7856,8
7857,3
7858,4
7859,0
7860,8
7861,4
7862,6
7863,5
7864,0
7865,6
7866,7
7867,8
7868,9
7869,7
7870,4
7871,2
7872,7
7873,2
7874,8
7875,0
7876,0
7877,4
7878,2
7879,9
7880,0
7881,1
7882,9
7883,9
7884,7
7885,1
7886,7
7887,0
7888,7
7889,0
7890,3
7891,1
7892,2
7893,8
7894,1
7895,4
7896,4
7897,0
7898,7
7899,0
7900,9
7901,8
7902,1
7903,8
7904,8
7905,1
7906,2
7907,6
7908,5
7909,1
7910,0
7911,8
7912,8
7913,0
7914,3
7915,7
7916,0
7917,5
7918,3
7919,7
7920,7
7921,3
7922,5
7923,5
7924,2
7925,5
7926,2
7927,2
7928,7
7929,2
7930,7
7931,5
7932,6
7933,7
7934,6
7935,2
7936,4
7937,0
7938,1
7939,8
7940,0
7941,6
7942,9
7943,4
7944,6
7945,6
7946,2
7947,4
7948,4
7949,0
7950,1
7951,7
7952,9
7953,8
7954,6
7955,3
7956,3
7957,1
7958,4
7959,5
7960,2
7961,2
7962,7
7963,4
7964,1
7965,7
7966,4
7967,8
7968,9
7969,6
7970,8
7971,7
7972,8
7973,7
7974,0
7975,4
7976,4
7977,0
7978,3
7979,5
7980,0
7981,3
7982,6
7983,9
7984,4
7985,1
7986,0
7987,1
7988,2
7989,8
7990,1
7991,6
7992,0
7993,1
7994,2
7995,4
7996,3
7997,3
7998,2
7999,0
8000,6
8001,9
8002,2
8003,1
8004,3
8005,2
8006,2
8007,8
8008,0
8009,6
8010,1
8011,1
8012,2
8013,7
8014,2
8015,8
8016,3
8017,1
8018,9
8019,5
8020,5
8021,1
8022,8
8023,5
8024,0
8025,3
8026,9
8027,7
8028,5
8029,4
8030,5
8031,7
8032,3
8033,5
8034,7
8035,8
8036,0
8037,2
8038,1
8039,4
8040,0
8041,9
8042,1
8043,7
8044,9
8045,1
8046,6
8047,7
8048,1
8049,3
8050,5
8051,9
8052,6
8053,4
8054,0
8055,3
8056,5
8057,1
8058,4
8059,2
8060,1
8061,4
8062,0
8063,1
8064,1
8065,7
8066,5
8067,7
8068,1
8069,3
8070,3
8071,0
8072,4
8073,9
8074,4
8075,6
8076,8
8077,2
8078,9
8079,5
8080,1
8081,9
8082,5
8083,0
8084,4
8085,2
8086,3
8087,4
8088,8
8089,6
8090,7
8091,2
8092,5
8093,5
8094,8
8095,0
8096,1
8097,4
8098,7
8099,3
8100,6
8101,6
8102,5
8103,1
8104,9
8105,3
8106,0
8107,3
8108,8
8109,9
8110,7
8111,1
8112,3
8113,0
8114,5
8115,7
8116,4
8117,0
8118,4
8119,9
8120,9
8121,8
8122,2
8123,8
8124,3
8125,1
8126,5
8127,8
8128,3
8129,7
8130,5
8131,0
8132,3
8133,5
8134,4
8135,4
8136,2
8137,5
8138,9
8139,6
8140,6
8141,0
8142,2
8143,4
8144,1
8145,9
8146,5
8147,5
8148,5
8149,3
8150,8
8151,3
8152,0
8153,1
8154,1
8155,2
8156,9
8157,6
8158,1
8159,1
8160,0
8161,7
8162,2
8163,8
8164,2
8165,7
8166,2
8167,1
8168,4
8169,1
8170,8
8171,6
8172,7
8173,7
8174,6
8175,3
8176,2
8177,4
8178,1
8179,4
8180,5
8181,8
8182,3
8183,6
8184,4
8185,8
8186,4
8187,6
8188,6
8189,1
8190,7
8191,5
8192,8
8193,1
8194,3
8195,2
8196,2
8197,7
8198,0
8199,0
8200,2
8201,9
8202,1
8203,3
8204,3
8205,3
8206,3
8207,9
8208,3
8209,4
8210,1
8211,2
8212,6
8213,8
8214,1
8215,9
8216,5
8217,4
8218,7
8219,9
8220,0
8221,7
8222,2
8223,9
8224,9
8225,1
8226,4
8227,0
8228,6
8229,7
8230,8
8231,7
8232,9
8233,7
8234,2
8235,9
8236,4
8237,4
8238,6
8239,3
8240,1
8241,9
8242,3
8243,6
8244,6
8245,3
8246,2
8247,8
8248,2
8249,8
8250,2
8251,4
8252,0
8253,6
8254,0
8255,7
8256,3
8257,9
8258,0
8259,1
8260,6
8261,5
8262,2
8263,3
8264,0
8265,3
8266,0
8267,0
8268,8
8269,4
8270,5
8271,0
8272,5
8273,3
8274,0
8275,2
8276,3
8277,1
8278,2
8279,4
8280,3
8281,7
8282,2
8283,0
8284,7
8285,9
8286,3
8287,2
8288,9
8289,6
8290,5
8291,9
8292,8
8293,1
8294,8
8295,0
8296,6
8297,5
8298,1
8299,9
8300,5
8301,1
8302,7
8303,8
8304,7
8305,6
8306,2
8307,1
8308,1
8309,0
8310,5
8311,0
8312,4
8313,1
8314,9
8315,5
8316,7
8317,4
8318,0
8319,3
8320,8
8321,8
8322,3
8323,7
8324,2
8325,2
8326,2
8327,9
8328,8
8329,3
8330,6
8331,6
8332,7
8333,6
8334,2
8335,8
8336,6
8337,4
8338,1
8339,3
8340,7
8341,2
8342,1
8343,2
8344,3
8345,9
8346,4
8347,1
8348,9
8349,2
8350,8
8351,4
8352,6
8353,7
8354,8
8355,6
8356,9
8357,3
8358,4
8359,5
8360,1
8361,2
8362,0
8363,2
8364,9
8365,6
8366,1
8367,5
8368,0
8369,9
8370,5
8371,2
8372,7
8373,5
8374,8
8375,1
8376,5
8377,1
8378,1
8379,0
8380,5
8381,4
8382,2
8383,0
8384,0
8385,4
8386,0
8387,2
8388,7
8389,7
8390,5
8391,2
8392,5
8393,9
8394,6
8395,3
8396,9
8397,5
8398,4
8399,0
8400,5
8401,6
8402,3
8403,7
8404,3
8405,1
8406,6
8407,2
8408,4
8409,4
8410,4
8411,0
8412,5
8413,1
8414,8
8415,0
8416,3
8417,4
8418,5
8419,0
8420,2
8421,2
8422,0
8423,1
8424,1
8425,6
8426,1
8427,4
8428,3
8429,1
8430,5
8431,9
8432,9
8433,2
8434,5
8435,2
8436,0
8437,2
8438,4
8439,7
8440,8
8441,2
8442,8
8443,4
8444,4
8445,4
8446,4
8447,8
8448,0
8449,8
8450,8
8451,5
8452,4
8453,1
8454,4
8455,4
8456,9
8457,2
8458,4
8459,8
8460,3
8461,0
8462,9
8463,8
8464,7
8465,6
8466,2
8467,4
8468,2
8469,6
8470,3
8471,2
8472,7
8473,5
8474,1
8475,0
8476,2
8477,9
8478,9
8479,0
8480,4
8481,4
8482,7
8483,0
8484,5
8485,4
8486,4
8487,1
8488,3
8489,2
8490,6
8491,8
8492,1
8493,2
8494,3
8495,3
8496,3
8497,2
8498,9
8499,7
8500,1
8501,4
8502,4
8503,6
8504,9
8505,0
8506,2
8507,4
8508,4
8509,5
8510,7
8511,8
8512,9
8513,4
8514,2
8515,4
8516,1
8517,7
8518,8
8519,2
8520,8
8521,0
8522,1
8523,2
8524,9
8525,9
8526,7
8527,0
8528,1
8529,2
8530,7
8531,9
8532,4
8533,2
8534,1
8535,4
8536,5
8537,0
8538,8
8539,6
8540,1
8541,9
8542,5
8543,1
8544,6
8545,2
8546,1
8547,8
8548,0
8549,5
8550,1
8551,4
8552,9
8553,6
8554,6
8555,5
8556,1
8557,1
8558,7
8559,9
8560,4
8561,2
8562,7
8563,3
8564,4
8565,6
8566,0
8567,6
8568,3
8569,0
8570,6
8571,3
8572,0
8573,1
8574,3
8575,2
8576,6
8577,3
8578,2
8579,0
8580,5
8581,7
8582,1
8583,3
8584,9
8585,0
8586,2
8587,0
8588,5
8589,8
8590,9
8591,6
8592,6
8593,5
8594,2
8595,9
8596,7
8597,2
8598,0
8599,7
8600,9
8601,1
8602,3
8603,9
8604,4
8605,2
8606,6
8607,4
8608,9
8609,7
8610,6
8611,0
8612,0
8613,4
8614,8
8615,4
8616,9
8617,8
8618,3
8619,5
8620,1
8621,7
8622,7
8623,1
8624,4
8625,1
8626,4
8627,3
8628,9
8629,7
8630,6
8631,6
8632,1
8633,9
8634,6
8635,0
8636,0
8637,4
8638,4
8639,8
8640,3
8641,1
8642,7
8643,5
8644,8
8645,3
8646,7
8647,4
8648,1
8649,0
8650,3
8651,2
8652,4
8653,3
8654,2
8655,2
8656,6
8657,0
8658,9
8659,9
8660,2
8661,3
8662,1
8663,8
8664,6
8665,4
8666,2
8667,8
8668,1
8669,7
8670,3
8671,1
8672,4
8673,5
8674,0
8675,6
8676,8
8677,1
8678,7
8679,8
8680,3
8681,7
8682,6
8683,7
8684,7
8685,3
8686,7
8687,2
8688,4
8689,5
8690,7
8691,7
8692,9
8693,0
8694,9
8695,1
8696,8
8697,1
8698,8
8699,4
8700,4
8701,1
8702,9
8703,9
8704,6
8705,1
8706,7
8707,5
8708,3
8709,5
8710,7
8711,7
8712,8
8713,0
8714,0
8715,1
8716,0
8717,3
8718,6
8719,6
8720,1
8721,9
8722,4
8723,0
8724,1
8725,0
8726,2
8727,0
8728,6
8729,7
8730,7
8731,5
8732,3
8733,1
8734,8
8735,9
8736,7
8737,0
8738,4
8739,6
8740,2
8741,5
8742,0
8743,6
8744,5
8745,6
8746,8
8747,3
8748,4
8749,1
8750,8
8751,9
8752,6
8753,8
8754,7
8755,1
8756,8
8757,6
8758,8
8759,1
8760,2
8761,3
8762,3
8763,2
8764,3
8765,3
8766,6
8767,8
8768,2
8769,7
8770,6
8771,8
8772,8
8773,0
8774,9
8775,7
8776,7
8777,7
8778,5
8779,3
8780,1
8781,2
8782,3
8783,1
8784,4
8785,3
8786,6
8787,4
8788,8
8789,3
8790,1
8791,3
8792,6
8793,9
8794,6
8795,9
8796,0
8797,3
8798,9
8799,0
8800,7
8801,7
8802,2
8803,0
8804,0
8805,9
8806,3
8807,5
8808,7
8809,9
8810,8
8811,6
8812,0
8813,7
8814,7
8815,2
8816,8
8817,7
8818,9
8819,1
8820,2
8821,3
8822,6
8823,0
8824,7
8825,8
8826,1
8827,0
8828,3
8829,6
8830,9
8831,9
8832,5
8833,0
8834,5
8835,0
8836,1
8837,1
8838,8
8839,2
8840,5
8841,9
8842,5
8843,4
8844,0
8845,3
8846,5
8847,1
8848,2
8849,7
8850,6
8851,5
8852,3
8853,0
8854,5
8855,6
8856,9
8857,0
8858,7
8859,8
8860,1
8861,7
8862,1
8863,8
8864,5
8865,2
8866,7
8867,9
8868,7
8869,3
8870,2
8871,1
8872,2
8873,5
8874,4
8875,9
8876,2
8877,1
8878,3
8879,1
8880,8
8881,5
8882,6
8883,2
8884,7
8885,3
8886,9
8887,4
8888,4
8889,3
8890,6
8891,3
8892,1
8893,1
8894,7
8895,5
8896,3
8897,5
8898,2
8899,4
8900,9
8901,7
8902,9
8903,3
8904,9
8905,1
8906,1
8907,1
8908,8
8909,1
8910,6
8911,2
8912,6
8913,6
8914,6
8915,8
8916,2
8917,9
8918,7
8919,0
8920,3
8921,5
8922,7
8923,8
8924,7
8925,8
8926,8
8927,9
8928,3
8929,7
8930,1
8931,8
8932,5
8933,4
8934,7
8935,5
8936,8
8937,0
8938,5
8939,9
8940,7
8941,0
8942,7
8943,7
8944,4
8945,4
8946,5
8947,8
8948,9
8949,2
8950,9
8951,7
8952,3
8953,1
8954,4
8955,4
8956,7
8957,6
8958,4
8959,0
8960,0
8961,2
8962,6
8963,2
8964,2
8965,8
8966,4
8967,1
8968,6
8969,1
8970,8
8971,2
8972,1
8973,3
8974,1
8975,2
8976,4
8977,6
8978,4
8979,3
8980,5
8981,5
8982,5
8983,1
8984,0
8985,1
8986,1
8987,9
8988,1
8989,7
8990,2
8991,6
8992,9
8993,6
8994,5
8995,2
8996,5
8997,2
8998,8
8999,9
9000,3
9001,2
9002,8
9003,3
9004,7
9005,3
9006,5
9007,6
9008,8
9009,9
9010,8
9011,3
9012,7
9013,0
9014,4
9015,5
9016,1
9017,0
9018,1
9019,6
9020,4
9021,2
9022,1
9023,9
9024,7
9025,0
9026,9
9027,3
9028,1
9029,6
9030,3
9031,5
9032,0
9033,8
9034,2
9035,6
9036,5
9037,7
9038,9
9039,0
9040,2
9041,0
9042,8
9043,4
9044,0
9045,9
9046,4
9047,6
9048,0
9049,7
9050,5
9051,0
9052,1
9053,9
9054,6
9055,1
9056,1
9057,2
9058,7
9059,0
9060,3
9061,3
9062,8
9063,9
9064,4
9065,8
9066,4
9067,5
9068,4
9069,9
9070,9
9071,8
9072,6
9073,9
9074,8
9075,3
9076,0
9077,9
9078,6
9079,7
9080,8
9081,3
9082,5
9083,8
9084,1
9085,2
9086,7
9087,8
9088,7
9089,1
9090,6
9091,8
9092,3
9093,1
9094,6
9095,8
9096,7
9097,6
9098,9
9099,1
9100,5
9101,9
9102,0
9103,7
9104,4
9105,3
9106,2
9107,3
9108,4
9109,8
9110,9
9111,3
9112,0
9113,5
9114,2
9115,0
9116,6
9117,1
9118,6
9119,7
9120,9
9121,0
9122,4
9123,5
9124,4
9125,3
9126,1
9127,9
9128,4
9129,8
9130,7
9131,2
9132,8
9133,2
9134,6
9135,7
9136,9
9137,7
9138,6
9139,4
9140,6
9141,3
9142,7
9143,5
9144,9
9145,4
9146,2
9147,2
9148,9
9149,6
9150,7
9151,0
9152,5
9153,0
9154,0
9155,3
9156,3
9157,5
9158,8
9159,7
9160,6
9161,2
9162,2
9163,4
9164,9
9165,0
9166,5
9167,3
9168,1
9169,8
9170,5
9171,9
9172,9
9173,7
9174,1
9175,4
9176,3
9177,6
9178,7
9179,8
9180,1
9181,6
9182,4
9183,1
9184,4
9185,9
9186,7
9187,1
9188,3
9189,0
9190,8
9191,7
9192,8
9193,7
9194,1
9195,6
9196,9
9197,4
9198,8
9199,3
9200,7
9201,6
9202,8
9203,3
9204,0
9205,8
9206,4
9207,1
9208,6
9209,8
9210,1
9211,9
9212,4
9213,3
9214,8
9215,4
9216,0
9217,9
9218,4
9219,4
9220,9
9221,3
9222,7
9223,2
9224,8
9225,0
9226,4
9227,3
9228,7
9229,4
9230,4
9231,6
9232,5
9233,3
9234,0
9235,5
9236,3
9237,1
9238,4
9239,6
9240,3
9241,5
9242,9
9243,3
9244,5
9245,1
9246,3
9247,8
9248,0
9249,9
9250,2
9251,3
9252,8
9253,9
9254,2
9255,4
9256,3
9257,1
9258,0
9259,7
9260,7
9261,5
9262,6
9263,2
9264,4
9265,8
9266,8
9267,2
9268,0
9269,7
9270,7
9271,7
9272,0
9273,8
9274,3
9275,8
9276,8
9277,3
9278,0
9279,9
9280,5
9281,7
9282,2
9283,0
9284,1
9285,0
9286,3
9287,9
9288,2
9289,4
9290,4
9291,1
9292,4
9293,3
9294,2
9295,9
9296,1
9297,1
9298,9
9299,0
9300,2
9301,7
9302,9
9303,7
9304,8
9305,6
9306,7
9307,7
9308,7
9309,6
9310,7
9311,9
9312,4
9313,7
9314,1
9315,1
9316,8
9317,1
9318,1
9319,1
9320,1
9321,6
9322,3
9323,1
9324,1
9325,5
9326,6
9327,1
9328,3
9329,8
9330,1
9331,0
9332,9
9333,3
9334,9
9335,7
9336,5
9337,0
9338,5
9339,9
9340,6
9341,3
9342,0
9343,2
9344,2
9345,2
9346,4
9347,2
9348,0
9349,6
9350,7
9351,7
9352,0
9353,4
9354,7
9355,3
9356,5
9357,8
9358,7
9359,4
9360,0
9361,7
9362,6
9363,2
9364,4
9365,2
9366,9
9367,2
9368,6
9369,0
9370,4
9371,4
9372,7
9373,8
9374,0
9375,9
9376,9
9377,6
9378,1
9379,6
9380,6
9381,7
9382,7
9383,1
9384,3
9385,8
9386,0
9387,9
9388,4
9389,4
9390,9
9391,0
9392,0
9393,8
9394,1
9395,1
9396,0
9397,2
9398,5
9399,2
9400,0
9401,9
9402,2
9403,3
9404,6
9405,2
9406,0
9407,5
9408,7
9409,2
9410,9
9411,4
9412,1
9413,5
9414,1
9415,4
9416,1
9417,6
9418,4
9419,2
9420,1
9421,5
9422,9
9423,6
9424,0
9425,4
9426,4
9427,1
9428,3
9429,3
9430,3
9431,0
9432,4
9433,1
9434,8
9435,6
9436,1
9437,2
9438,0
9439,7
9440,8
9441,6
9442,4
9443,1
9444,2
9445,8
9446,4
9447,4
9448,8
9449,2
9450,1
9451,1
9452,9
9453,8
9454,1
9455,4
9456,0
9457,2
9458,7
9459,1
9460,4
9461,0
9462,9
9463,4
9464,4
9465,4
9466,5
9467,1
9468,7
9469,4
9470,6
9471,4
9472,5
9473,6
9474,7
9475,1
9476,4
9477,7
9478,9
9479,7
9480,8
9481,0
9482,8
9483,6
9484,9
9485,2
9486,7
9487,1
9488,2
9489,8
9490,1
9491,1
9492,9
9493,5
9494,8
9495,8
9496,6
9497,0
9498,7
9499,6
9500,4
9501,6
9502,3
9503,2
9504,6
9505,0
9506,9
9507,1
9508,6
9509,5
9510,2
9511,7
9512,3
9513,4
9514,7
9515,1
9516,0
9517,6
9518,9
9519,7
9520,6
9521,4
9522,0
9523,5
9524,0
9525,9
9526,7
9527,5
9528,3
9529,6
9530,4
9531,4
9532,9
9533,7
9534,7
9535,4
9536,2
9537,2
9538,1
9539,1
9540,5
9541,3
9542,5
9543,4
9544,7
9545,9
9546,3
9547,4
9548,8
9549,7
9550,7
9551,1
9552,1
9553,9
9554,9
9555,4
9556,4
9557,3
9558,0
9559,3
9560,7
9561,8
9562,1
9563,6
9564,4
9565,0
9566,6
9567,2
9568,9
9569,0
9570,6
9571,3
9572,6
9573,6
9574,6
9575,5
9576,1
9577,0
9578,9
